Transaction_ID,Date,Transaction_Type,Department,Vendor,Payment_Method,Category,Approved_by,Recurring,Project_Code,Amount,Is_Fraudulent
e0e0b41b-896c-492b-ba57-fa61fc8ecad5,2022-08-30,expense,HR,"Valdez, Robinson and Fernandez",bank_transfer,taxes,HR_Manager,False,PRJ_011,-7952.13,False
e8d19c6d-8b7e-4c80-aefa-8f1ca377442e,2022-09-26,income,Sales,Hays-Thomas,bank_transfer,taxes,CFO,True,PRJ_020,10986.8,False
d8f87677-296d-42a2-8254-07216a3b6680,2021-04-04,expense,R&D,Ford-Murphy,bank_transfer,software,CTO,False,PRJ_005,-6142.75,False
0341c8ef-4035-4b32-b0c2-19420f995cae,2023-05-05,expense,HR,"Lewis, Carroll and Walker",bank_transfer,training,CTO,False,PRJ_012,-4557.04,False
224a1e68-51b8-4c0a-b48a-1b60c3787950,2021-02-04,investment,IT,"Jones, Ramirez and Reed",bank_transfer,operational,CFO,False,PRJ_016,-5483.54,False
109135f3-8e50-4694-8d82-fc8a606baa9c,2023-12-29,investment,Marketing,"Patterson, Harding and Phillips",bank_transfer,taxes,CTO,False,PRJ_017,-20610.77,False
251a11d1-99da-4293-8a7a-02c09dcab23b,2021-08-30,income,Finance,Page Ltd,bank_transfer,taxes,CTO,False,PRJ_003,5532.56,False
8d846fd0-7a37-4fc1-b166-a37949f6afba,2022-02-23,income,R&D,Ford-Murphy,bank_transfer,services,HR_Manager,True,PRJ_020,8085.17,False
950a5073-b68a-48f9-96da-8749c800a913,2021-10-11,expense,R&D,"Alexander, White and Banks",bank_transfer,training,CTO,False,PRJ_012,-4023.79,False
511ad375-d5e9-4ff0-a508-4997c91f42a1,2023-03-16,refund,Sales,Bauer PLC,bank_transfer,salary,COO,False,PRJ_011,387.0,False
45b8f78c-2d7f-40c8-8e34-0d8f9c484e7e,2024-04-30,expense,R&D,"Watts, Lawson and Durham",card,software,CTO,False,PRJ_011,-4673.19,False
fdb3a8e7-8556-4442-920b-c2669d75b230,2021-02-10,investment,Marketing,Stevens Group,bank_transfer,training,CTO,True,PRJ_016,-18404.41,False
095501b9-45fd-4ccc-b4ea-a23d238d551b,2022-02-01,transfer,Marketing,Chan Ltd,cash,travel,CTO,False,PRJ_002,-1304.95,False
8da94ad5-509c-476e-8003-d291a2212110,2023-12-03,expense,Finance,"Jones, Ramirez and Reed",bank_transfer,training,HR_Manager,True,PRJ_017,-2083.95,False
375420b0-92fa-4d47-b307-ba350bdbfbc3,2022-05-03,expense,Marketing,"Lewis, Carroll and Walker",cash,training,CFO,True,PRJ_012,-10176.83,False
773e60eb-f908-4056-a7c8-0440d007cff1,2024-01-25,expense,Marketing,"Alexander, White and Banks",card,services,CTO,True,PRJ_011,-5233.02,False
5d75ed59-48ed-46b8-95a1-67b56ae78893,2023-07-09,income,HR,Bauer PLC,card,taxes,CFO,False,PRJ_015,13549.68,False
8e69f84e-83d8-48e1-9cf7-5952816635a5,2024-01-15,investment,Sales,"Alexander, White and Banks",card,services,COO,False,PRJ_005,-12630.33,False
bbe19c5a-7582-49e4-ad91-a721afb1a806,2023-05-29,income,Finance,Hays-Thomas,bank_transfer,services,COO,True,PRJ_015,7395.81,False
d7f8d402-6060-4f36-b112-19344432f2cb,2022-11-30,investment,Marketing,Davis Inc,bank_transfer,operational,CFO,False,PRJ_009,-7123.05,False
673361a6-a845-413b-9b0d-769881901d08,2022-08-11,investment,Sales,"Patterson, Harding and Phillips",cash,services,CTO,False,PRJ_002,-14826.88,True
b2c39d3a-1aa8-48b7-8e1f-9d8e08a6ea0c,2022-04-01,income,Marketing,Chan Ltd,card,operational,HR_Manager,False,PRJ_001,12357.44,False
a8b59caa-e7b8-4dd3-be6b-7d95c432a63a,2021-09-11,transfer,Sales,Davis Inc,crypto,services,HR_Manager,False,PRJ_012,-1394.92,False
d6db95df-52cc-4c2a-a8ad-022b81be58ed,2022-03-29,income,IT,"Dixon, Sims and Garcia",bank_transfer,software,CFO,True,PRJ_009,8351.19,False
a5c654bf-e6c8-405c-a0df-3635ea3719ad,2022-04-22,expense,HR,"Gonzalez, Campos and Smith",card,salary,CEO,True,PRJ_017,-5268.31,False
45b3c274-8080-4e2a-bb87-54555a4ee769,2021-10-06,investment,Sales,Page Ltd,bank_transfer,training,HR_Manager,False,PRJ_009,-3046.17,False
cbbfe049-57c9-4919-9a8d-dce2f712bbb7,2023-10-01,expense,Marketing,Stevens Group,bank_transfer,training,CFO,True,PRJ_017,-6151.76,False
bcd4e57a-7ef2-4411-a20d-adb3b0ed6aa4,2022-09-26,investment,Sales,"Valdez, Robinson and Fernandez",card,travel,CFO,False,PRJ_019,-15152.01,False
6fa71e56-2e4f-4a53-915c-f8963e36f0fd,2022-09-20,expense,IT,"Jones, Ramirez and Reed",card,services,CEO,True,PRJ_004,-3125.35,False
fa4f52ff-b9c5-4119-b11f-826f175dad1a,2023-11-05,refund,Finance,Blankenship and Sons,card,salary,CEO,False,PRJ_001,663.37,False
55fe86b4-8515-4dee-902b-da7806097e28,2023-06-15,expense,HR,Smith Ltd,cash,salary,CEO,False,PRJ_002,-8378.91,True
76a11754-0450-4d4b-b99c-0c35a1fafe96,2024-01-28,transfer,Finance,Chan Ltd,bank_transfer,hardware,COO,False,PRJ_003,-1273.06,False
f6c759f0-00d2-4777-93c0-deecd4260ac2,2021-05-24,transfer,IT,"Valdez, Robinson and Fernandez",crypto,services,CTO,False,PRJ_014,-86.37,False
4fa9c5f8-df14-4bc8-ae59-161e9e6bb9e0,2024-02-18,expense,Finance,Vance PLC,bank_transfer,software,HR_Manager,False,PRJ_003,-6034.27,False
2390d8b4-c5ba-4837-9ab4-13cf71d1d080,2024-02-14,expense,Marketing,,bank_transfer,travel,CTO,False,PRJ_006,-3276.37,False
0ffa17aa-dced-4c72-b300-df31f2d3562f,2024-05-03,expense,HR,Hood Ltd,card,hardware,,False,PRJ_013,-4422.74,False
81687919-a10f-4781-a33f-4d9b03c91022,2023-09-20,expense,Marketing,Hicks and Sons,card,software,CFO,True,PRJ_012,-4442.02,False
abf3cdd7-732f-4e91-9024-2ebbeb73bc3b,2022-10-02,income,Finance,Davis Inc,crypto,travel,CEO,True,PRJ_019,10958.9,False
58de4f41-d3f1-46f6-a512-fa46b6e4af5b,2022-12-28,expense,Finance,"Watts, Lawson and Durham",card,training,CEO,False,PRJ_007,-1983.9,False
fce7b74a-f48c-4c9a-96d0-d3d4787e14fd,2022-04-21,income,Sales,"Watts, Lawson and Durham",bank_transfer,travel,CTO,False,PRJ_001,10149.01,False
0e806352-928a-498b-be5c-390011c39e60,2022-04-01,income,Sales,Gonzalez Group,card,taxes,CFO,False,PRJ_019,9823.71,False
f12d790a-7ef1-44e0-a413-de90fd76d102,2023-12-18,investment,Sales,Hays-Thomas,cash,travel,COO,False,PRJ_009,-16818.52,True
b5e5062c-4339-4e7c-806e-be6709b52a39,2022-10-05,expense,R&D,,crypto,taxes,HR_Manager,True,PRJ_008,-558.63,False
029d5d96-0096-4aee-b2dc-1663ad178499,2022-10-03,expense,HR,Ford-Murphy,cash,services,HR_Manager,False,PRJ_008,-3519.19,False
12bd8c1f-3b4c-48de-b882-7e187bfcd58c,2022-11-13,income,Marketing,George-Carpenter,cash,services,HR_Manager,True,PRJ_002,15419.6,False
f3789dc3-c757-4a19-9e4e-8a3fdbdd1528,2021-11-10,expense,Sales,Stevens Group,bank_transfer,services,CEO,True,PRJ_010,-4237.51,False
60f87f96-7dd8-4399-b6bf-ccae2d6f9380,2024-05-23,income,Marketing,"Bean, Gonzales and Martin",card,software,CFO,True,PRJ_013,17324.51,False
7fcdf0ac-8c61-4e7c-9f86-d8fc8b46cb6c,2022-05-07,income,R&D,"Valdez, Robinson and Fernandez",bank_transfer,services,HR_Manager,False,PRJ_006,8379.69,False
5ecb3449-13fb-4460-87c1-55c073b194c4,2021-10-04,expense,Marketing,Ford-Murphy,crypto,taxes,CEO,False,PRJ_019,-5720.21,False
03c5d429-26aa-4428-894b-456b520c1e10,2021-09-04,income,Finance,Ford-Murphy,bank_transfer,salary,COO,False,PRJ_007,10045.68,False
77246a18-9fa0-4c65-b587-1f73a99e31fe,2021-04-25,expense,Sales,"Valdez, Robinson and Fernandez",bank_transfer,hardware,CEO,False,PRJ_003,-3986.25,False
9c6c3cb2-abcd-4078-91d0-126944328d8a,2024-01-10,expense,HR,"Patterson, Harding and Phillips",bank_transfer,hardware,COO,True,PRJ_014,-4040.64,False
12adf0b1-be68-4608-ad9e-63e84009910e,2022-11-17,income,Marketing,"Dixon, Sims and Garcia",bank_transfer,software,CFO,False,PRJ_004,8988.44,False
73df4642-5968-4de1-9408-69da70cea98a,2024-02-23,income,Sales,Davis Inc,cash,training,CTO,False,PRJ_017,13977.91,False
a1f24f4f-6741-47b5-8ab6-bbd97450593f,2022-02-22,expense,R&D,Smith Ltd,bank_transfer,travel,CTO,True,PRJ_015,-6043.81,False
4ffeba41-b572-4bec-90a2-20edbf512f43,2021-11-17,expense,Sales,"Patterson, Harding and Phillips",bank_transfer,taxes,COO,True,PRJ_020,-7122.59,False
38f13d81-e6f1-4872-b22c-8fde8946faf6,2024-04-14,income,IT,"Alexander, White and Banks",card,operational,COO,False,PRJ_011,14230.64,False
531c6063-0d8d-416c-b3b8-124472b49e5e,2023-06-17,expense,Marketing,"Valdez, Robinson and Fernandez",card,salary,COO,False,PRJ_020,-8126.18,False
8f617608-12d4-4a43-b405-08aea640810c,2023-09-30,investment,Sales,Ford-Murphy,card,taxes,HR_Manager,False,PRJ_020,-11280.49,False
5e1ea68c-5744-4657-80cd-7409e76e3c0e,2023-05-07,expense,Marketing,Hays-Thomas,bank_transfer,salary,CEO,False,PRJ_015,-10021.67,False
dc979eb1-3331-4b90-a63b-2c66ade11913,2021-02-04,income,Marketing,"Dixon, Sims and Garcia",bank_transfer,software,COO,False,PRJ_010,13348.74,False
7576d788-00d5-42ab-99e7-b46395544bbb,2024-01-28,refund,Finance,"Bean, Gonzales and Martin",bank_transfer,operational,CFO,False,PRJ_002,497.97,False
3ea565ce-fdbb-4f13-a03c-76fd48ccd418,2022-01-31,expense,HR,"Valdez, Robinson and Fernandez",card,hardware,CTO,False,PRJ_012,-6348.38,False
9231704a-54be-4a97-911a-570c8e93ae13,2024-04-20,expense,Finance,Hicks and Sons,bank_transfer,services,CTO,True,PRJ_018,-3873.73,False
1d6e6667-bbe8-4915-bb31-637b7463ddbb,2022-01-23,expense,HR,"Gonzalez, Campos and Smith",bank_transfer,salary,HR_Manager,False,PRJ_007,-8111.94,False
c2419bf2-b004-494a-b414-ff0fe36fe85a,2024-04-18,expense,R&D,Davis Inc,bank_transfer,travel,HR_Manager,False,PRJ_018,-4371.04,False
4e1bff86-037c-475f-a2d0-f5faeb7458c0,2021-01-27,investment,Marketing,"Clark, Stuart and Bennett",card,services,CFO,False,PRJ_016,-22313.83,False
c85951f8-23cc-4d48-a810-cfabbd7f8966,2022-03-08,expense,Marketing,"Russo, Johnson and Torres",bank_transfer,training,CTO,False,PRJ_002,-3293.16,False
a39f641f-6fd5-4074-88f2-102ca8a3493c,2021-06-07,expense,R&D,Davis Inc,bank_transfer,services,CTO,False,PRJ_006,-5189.25,False
6a64e12f-a80e-426e-8b20-6f9afe00c884,2021-06-22,expense,Marketing,Alexander and Sons,bank_transfer,training,COO,False,PRJ_016,-3459.5,False
ff6384c9-a163-43bb-8c5a-b23969168b35,2024-02-16,expense,IT,Hood Ltd,cash,operational,CFO,False,PRJ_002,-1670.4,False
764a6322-71f6-4ed9-9feb-67b024d9bd0d,2021-12-23,expense,R&D,"Jones, Ramirez and Reed",card,salary,CFO,False,PRJ_012,-5288.58,False
ddf26893-0d6f-4bdf-9852-34fdf85466ad,2022-11-15,expense,HR,Davis Inc,bank_transfer,services,CTO,False,PRJ_018,-5441.88,False
b0d9eff8-66d7-4594-92d4-e6bcc670aa60,2023-05-14,expense,IT,"Patterson, Harding and Phillips",cash,training,COO,False,PRJ_004,-4196.16,True
60e89bea-43c9-4ce4-ab08-834b00fd4ec5,2021-09-03,refund,R&D,Davis Inc,cash,travel,CTO,False,PRJ_018,606.73,False
c1c2d6f5-d57d-46c7-a62f-91e97817bbbc,2024-01-03,expense,Marketing,"Alexander, White and Banks",bank_transfer,salary,CEO,False,PRJ_003,-8265.76,False
8b6a88f4-4a93-4339-9b15-26d823e87ed6,2021-03-31,expense,IT,Gonzalez Group,bank_transfer,software,HR_Manager,False,PRJ_007,3.29,False
650e6db2-bbdf-4417-b0c4-4998cd7d2b94,2021-07-22,income,IT,Alexander and Sons,bank_transfer,taxes,CFO,False,PRJ_015,6586.79,False
0fa53983-fe00-4613-a43c-7296dfca6734,2021-07-09,expense,HR,,card,taxes,CTO,True,PRJ_005,-4216.66,False
04cf0025-d95d-409a-9bad-3b0305679a2a,2022-09-05,expense,IT,Davis Inc,bank_transfer,services,COO,True,PRJ_012,-2540.45,False
86208655-2045-470e-b886-0babfda5a862,2021-09-10,expense,IT,"Valdez, Robinson and Fernandez",bank_transfer,travel,CEO,False,PRJ_020,-758.86,False
be6c5d3c-52f0-43b7-956a-8e46550d923a,2023-04-16,transfer,IT,Patton-Franklin,card,salary,CTO,False,PRJ_014,-476.07,False
b951ce3c-4a9d-4869-8c48-af2f8163f8cd,2021-12-14,income,Marketing,"Gonzalez, Campos and Smith",card,salary,CTO,True,PRJ_001,7422.3,False
5a164dac-fbf6-4147-94f9-a3f1bcdca15c,2023-09-23,expense,Sales,"Valdez, Robinson and Fernandez",card,services,HR_Manager,False,PRJ_017,-7265.33,False
c3508423-678a-48ad-a486-9e9338b4a9f1,2023-10-23,expense,Sales,"Alexander, White and Banks",bank_transfer,services,CFO,False,PRJ_007,-4602.1,False
94f371fb-a094-4493-88f4-cb5ff0ee2cb7,2021-01-20,income,Sales,Ford-Murphy,bank_transfer,hardware,CFO,True,PRJ_014,9207.89,False
56b46513-7e5a-4412-8110-512df72eecd4,2021-07-27,income,HR,Bauer PLC,bank_transfer,taxes,CTO,False,PRJ_006,10744.82,False
20d6e82d-eb92-4fc2-9a27-9da4c9c1263f,2024-04-30,expense,IT,"Lewis, Carroll and Walker",bank_transfer,software,COO,False,PRJ_009,-6816.41,False
f45b324c-ca67-4da9-a74d-ccb16002b9c9,2022-07-20,refund,HR,Hood Ltd,bank_transfer,software,HR_Manager,False,PRJ_013,736.35,False
70a1b4b4-b148-497f-8b81-0f102ac07cc2,2023-11-12,expense,Marketing,"Clark, Stuart and Bennett",bank_transfer,services,HR_Manager,False,PRJ_019,-4559.3,False
22a6b9cc-56ff-4590-88cd-d05d37fa9945,2021-06-04,income,Marketing,"Bean, Gonzales and Martin",card,training,CEO,True,PRJ_014,15021.7,False
b154eeab-b0f1-40cc-a85d-c721e93e439d,2023-06-05,expense,R&D,"Valdez, Robinson and Fernandez",bank_transfer,hardware,COO,True,PRJ_014,-6249.75,False
81c41990-0298-4e89-8eb8-e01b2dee9094,2022-04-09,income,Finance,"Gomez, Hopkins and Thompson",bank_transfer,hardware,CEO,False,PRJ_017,12689.77,False
1cc30415-241e-416f-9f64-91eea31d9647,2023-06-22,expense,HR,Alexander and Sons,bank_transfer,hardware,HR_Manager,True,PRJ_017,-6208.34,False
adb67b38-a592-40d7-a066-98c28824f5a7,2023-03-06,expense,Finance,Smith Ltd,bank_transfer,hardware,COO,False,PRJ_005,-2146.81,False
47cad295-def1-4b3f-a152-d956b998f8e9,2022-07-01,expense,Marketing,Bauer PLC,cash,software,CTO,True,PRJ_002,-2398.95,False
c8e4e501-6001-4d4a-a009-34778ed0b3c3,2021-10-16,expense,Sales,Page Ltd,crypto,services,CTO,False,PRJ_006,-4781.18,True
95fc28ed-7aeb-4f5f-b0de-fc1b5f5b35bb,2021-10-07,refund,Sales,Alexander and Sons,bank_transfer,services,CEO,False,PRJ_002,779.86,False
5c1c9a1b-273e-4cc9-a8a2-a8b16cc1a932,2022-12-28,expense,HR,"Gonzalez, Campos and Smith",bank_transfer,operational,HR_Manager,False,PRJ_006,-171.57,False
1bcaea39-dd9b-41ef-88fc-777da737f6b1,2024-03-12,expense,Sales,Davis Inc,card,services,CTO,False,PRJ_010,-2993.23,False
f02dcad9-2996-4574-b01a-c0e5a238b088,2023-11-29,income,HR,Chan Ltd,bank_transfer,services,COO,False,PRJ_015,9564.77,False
463ec9db-2fe3-4449-ba32-f788c843fa54,2021-05-02,expense,HR,Hicks and Sons,card,travel,CEO,False,PRJ_005,-3343.87,False
edfc8f5b-734a-4a83-9ec1-6419f118ebde,2021-01-14,expense,IT,"Jones, Ramirez and Reed",bank_transfer,operational,HR_Manager,False,PRJ_010,-4599.97,False
9b7ed032-e979-452f-a7cb-9626a5713c21,2023-12-07,expense,Finance,Blankenship and Sons,bank_transfer,travel,CEO,False,PRJ_001,-8720.9,False
b546fcd2-4be4-46d7-9200-f78e371c570d,2023-02-03,income,Marketing,Hood Ltd,cash,training,COO,False,PRJ_008,13636.48,False
d7b2d77b-f16c-44f7-ad50-166b42fb6c7b,2021-04-06,expense,Finance,"Clark, Stuart and Bennett",bank_transfer,travel,COO,False,PRJ_016,-4941.5,False
23ec101c-a041-4b6c-b487-66f17eb7a7f7,2022-01-21,income,IT,Davis Inc,card,taxes,CEO,False,PRJ_004,12981.79,False
6fd72e76-8b73-4da3-b675-d976ec2ea070,2022-07-19,income,IT,Smith Ltd,card,operational,CEO,False,PRJ_002,7842.98,False
7d77253e-8d89-4846-96dd-e7b054d214fe,2022-10-18,income,Sales,"Gomez, Hopkins and Thompson",bank_transfer,services,HR_Manager,False,PRJ_006,9439.34,False
b91c4e89-7944-4a35-905b-bf67cfd87dce,2022-03-31,expense,HR,Vance PLC,bank_transfer,software,CTO,False,PRJ_016,-8161.5,False
90236a0f-a1b2-4e0d-a273-b821d3c2449a,2024-01-01,expense,Marketing,"Jones, Ramirez and Reed",bank_transfer,services,HR_Manager,True,PRJ_016,-1442.69,False
8cced0f9-62a4-48f8-943f-b302b22bd99e,2021-09-22,expense,Marketing,"Gonzalez, Campos and Smith",card,services,COO,False,PRJ_011,-6041.73,False
614a69fe-178b-429f-85c6-855c4195817b,2022-02-01,transfer,Sales,"Lewis, Carroll and Walker",bank_transfer,hardware,CTO,False,PRJ_013,-961.51,False
5f996315-ab6d-4d1f-8329-e5ecc33e54b4,2022-10-18,expense,HR,"Henry, Hill and Johnson",card,operational,,False,PRJ_018,-4680.7,False
9377843a-8159-44d0-a097-884ffa5e699a,2023-08-15,expense,Finance,"Valdez, Robinson and Fernandez",card,services,CTO,False,PRJ_014,-2494.77,False
de6a5e86-571c-428d-9b11-feca550197c3,2022-09-18,expense,Marketing,"Jones, Ramirez and Reed",crypto,training,CFO,False,PRJ_011,-6562.59,True
523529dc-baa6-4082-92d3-09fd5ba3aa33,2021-06-01,expense,Marketing,Smith Ltd,bank_transfer,operational,COO,False,PRJ_019,-6125.38,False
7913b770-1cbf-4910-ae51-c1ba824f1c79,2022-04-20,income,IT,Hood Ltd,card,operational,CTO,False,,9885.58,False
0f8ab7fe-d1e7-4ba5-b4c8-ddfa063fda68,2023-03-03,expense,Sales,"Henry, Hill and Johnson",card,software,CTO,True,PRJ_018,-3822.69,False
c0f6a53b-29ae-4376-ac11-d690ba5f8eda,2023-03-09,expense,Marketing,"Dixon, Sims and Garcia",bank_transfer,operational,CFO,True,,-9466.56,False
07d889c5-2312-4571-830f-ff7816614758,2021-04-02,expense,Sales,Patton-Franklin,bank_transfer,hardware,HR_Manager,True,PRJ_010,-2326.16,False
b6a74821-6172-49a2-a012-376657ced6e2,2022-08-10,expense,R&D,"Clark, Stuart and Bennett",cash,taxes,COO,True,PRJ_005,-2940.23,False
fbfd6a7a-a96e-4728-8e6b-f13d392a0c5d,2024-02-29,expense,IT,Vance PLC,bank_transfer,hardware,CFO,True,PRJ_002,-6580.03,False
8abea0be-97e7-48de-95d8-cba18ec69bf9,2022-03-18,expense,HR,Chan Ltd,bank_transfer,hardware,CEO,True,PRJ_013,-4625.41,False
367e05df-cd3d-47ee-b70c-dd74b3c4a390,2023-05-28,expense,Sales,Gonzalez Group,card,services,COO,False,PRJ_004,-5602.73,False
01f2a421-d27a-434c-a9ed-b4aaedac09f3,2024-05-21,expense,Finance,Smith Ltd,card,operational,COO,False,PRJ_008,-6960.81,False
9da0c797-4e42-4b32-aeb2-a5233d2b99b3,2024-04-22,income,Finance,Patton-Franklin,card,software,HR_Manager,False,PRJ_012,10073.22,False
532e0a29-c971-4801-a6cd-bab0cf65692c,2021-08-23,expense,Marketing,"Gomez, Hopkins and Thompson",card,operational,CTO,False,PRJ_001,-4614.88,False
22cec643-2cc9-4e58-a49a-4ce8812c3fcd,2023-06-03,expense,Finance,"Gonzalez, Campos and Smith",bank_transfer,software,HR_Manager,False,PRJ_009,-2866.26,False
3567e7d6-bc27-4013-bf0c-1be67ef57395,2022-02-07,expense,Marketing,"Alexander, White and Banks",bank_transfer,operational,CFO,False,PRJ_013,-5456.68,False
88686846-853e-49ae-ba00-4f6e00d9f917,2021-04-19,investment,Marketing,Alexander and Sons,bank_transfer,software,COO,False,PRJ_011,-4257.59,False
06351a1e-d75f-4764-9e18-50a9714357d6,2024-03-12,expense,Marketing,"Bean, Gonzales and Martin",card,services,HR_Manager,True,PRJ_001,-2890.28,False
147bd33a-3cbe-4cac-aa29-63cc6cf53824,2024-04-01,expense,Marketing,Stevens Group,bank_transfer,salary,CEO,False,PRJ_009,-591.54,False
84e6ef49-3bc6-41db-935c-2eaf4e1854de,2021-09-27,expense,HR,Blankenship and Sons,bank_transfer,taxes,COO,False,PRJ_001,-3481.64,False
5f0a652b-aba5-4035-85ca-fdc0b6638e8d,2021-02-05,expense,Marketing,"Dixon, Sims and Garcia",bank_transfer,travel,HR_Manager,False,PRJ_003,-7766.93,False
1d762cf9-acdc-4f79-aed3-4a5efcaeba72,2022-01-20,expense,Marketing,Ford-Murphy,cash,taxes,CEO,False,PRJ_016,-7736.54,True
bba41ac3-1f2f-4e8e-8391-b7278788afaa,2022-10-19,expense,Marketing,"Dixon, Sims and Garcia",bank_transfer,travel,HR_Manager,False,,-2812.6,False
c4e6eaf9-e177-4fb5-a341-60178ed77687,2022-11-30,expense,HR,"Valdez, Robinson and Fernandez",crypto,taxes,CFO,False,PRJ_019,-7045.17,True
c857e201-7887-4842-a454-8bef95833ea7,2023-08-13,income,IT,Hood Ltd,bank_transfer,hardware,CEO,False,PRJ_008,10063.18,False
1f01942d-ad37-455f-a3a8-e6b6fb94a050,2022-10-11,expense,R&D,"Jones, Ramirez and Reed",card,salary,COO,False,PRJ_004,-4277.17,False
972bd5f7-7c8d-4627-a88f-341657b8eaeb,2022-07-23,expense,HR,Hays-Thomas,bank_transfer,services,HR_Manager,False,PRJ_015,-3009.58,False
31c4d7ff-45c0-4846-81bc-b162ab0bd40a,2022-09-05,expense,IT,Page Ltd,cash,training,COO,False,PRJ_001,-5286.23,True
9759bbc9-92a9-4ff0-a5e8-42c645d27d5e,2021-03-17,expense,Sales,Hood Ltd,card,hardware,CTO,False,PRJ_010,-5425.16,False
26066bc1-3746-4f29-90c1-3b920fc635d1,2021-02-20,refund,R&D,Davis Inc,bank_transfer,operational,COO,False,PRJ_007,414.19,False
7ce846e4-aaea-48df-acd1-54c1ccd8bcdc,2023-07-19,expense,Sales,Ford-Murphy,bank_transfer,services,COO,False,PRJ_005,-5908.07,False
ab7e2238-47ed-4307-ab89-ad9b835832af,2021-09-04,transfer,R&D,Smith Ltd,crypto,services,CFO,False,PRJ_006,-623.66,False
49e98bc6-de88-4c68-bbe6-4e7e388bba89,2023-05-29,expense,Sales,Ford-Murphy,bank_transfer,training,CTO,False,PRJ_010,-2991.25,False
47cfd018-1c14-4e2f-a49e-f5d4cfd3ef80,2022-05-31,expense,Sales,"Watts, Lawson and Durham",cash,taxes,CFO,False,PRJ_011,-4178.94,True
7578e8d1-03c5-452a-a22a-76c7485c72ac,2021-02-16,income,Finance,"Alexander, White and Banks",bank_transfer,taxes,CEO,True,PRJ_009,8520.57,False
9315277b-6c78-410b-9bbb-b85d8bf52821,2022-02-02,transfer,Marketing,"Alexander, White and Banks",bank_transfer,travel,CTO,True,PRJ_002,-1307.59,False
96de73c7-fb6b-47c4-ae6a-b36716bfebd2,2024-05-28,income,Sales,"Watts, Lawson and Durham",bank_transfer,taxes,HR_Manager,False,PRJ_005,14556.16,False
15aacb68-efa5-402d-884d-67ec964982f4,2021-12-07,expense,R&D,,card,travel,HR_Manager,False,PRJ_020,-5738.77,False
59b0753d-d353-4d48-9b99-364b3c48250e,2023-11-09,income,HR,"Russo, Johnson and Torres",crypto,hardware,HR_Manager,False,PRJ_017,10086.37,False
e68a5448-f358-4e14-ad55-0c147819825b,2021-05-24,income,IT,"Valdez, Robinson and Fernandez",bank_transfer,salary,HR_Manager,False,PRJ_011,5531.09,False
fdb3c959-c154-40eb-8f19-da8a847e3786,2022-07-29,income,Marketing,"Valdez, Robinson and Fernandez",cash,hardware,COO,False,PRJ_017,9261.27,False
1dfc6ed4-59c6-4ffa-89e8-03de4de76af7,2024-02-01,expense,Marketing,Hood Ltd,bank_transfer,services,CEO,False,PRJ_011,-3603.36,False
250e98e1-63ef-4523-bb75-1c2ec6f330e4,2022-11-13,income,Sales,Patton-Franklin,bank_transfer,salary,CFO,False,PRJ_016,14528.37,False
d22aaa46-2889-4c04-91aa-3e9e6f6d4b05,2024-05-12,transfer,Finance,"Valdez, Robinson and Fernandez",bank_transfer,taxes,CEO,True,PRJ_012,-1822.8,False
c48b02a1-74fe-4275-9f73-33d4cec91b59,2021-11-27,income,R&D,"Patterson, Harding and Phillips",bank_transfer,taxes,CFO,False,PRJ_019,8805.57,False
f675a6f4-e0f7-4604-b388-2af118639e34,2022-09-26,transfer,R&D,George-Carpenter,bank_transfer,taxes,CFO,True,PRJ_007,-189.39,False
49489daf-c108-445d-bdf9-10f7dca1938c,2023-04-12,expense,IT,"Valdez, Robinson and Fernandez",card,services,CEO,False,PRJ_012,-6144.39,False
c604a383-987f-45ec-bab9-2326e0af9f39,2024-01-15,income,R&D,Vance PLC,bank_transfer,hardware,CFO,False,PRJ_018,10634.8,False
cab6b385-ac8a-4f8e-ba2a-32d7272ad3b3,2023-08-13,expense,HR,Davis Inc,crypto,taxes,CFO,False,PRJ_010,-4829.84,True
39b27596-d821-4075-8887-3c1493a56ab0,2023-05-04,expense,Marketing,"Patterson, Harding and Phillips",bank_transfer,travel,CTO,False,PRJ_017,-7049.98,False
269ea8a6-ece4-4a5e-8286-b349bc7487a8,2021-04-01,expense,Marketing,Gonzalez Group,card,software,COO,False,PRJ_011,-5185.97,False
dd360c05-289f-4c1e-88e8-b678b886119a,2022-07-20,expense,IT,"Valdez, Robinson and Fernandez",bank_transfer,,CTO,True,PRJ_001,-5727.84,False
2d59e0c5-991c-41cb-9e87-668d14c43e21,2022-12-27,expense,IT,"Valdez, Robinson and Fernandez",cash,software,HR_Manager,True,PRJ_002,-4716.47,True
1393c903-c4d3-4195-a763-482c9c1d3578,2021-09-26,expense,HR,Alexander and Sons,bank_transfer,software,COO,True,PRJ_020,-3857.18,False
4d2bacfb-0fdb-4cc6-be17-faf70a5df01f,2023-02-13,expense,IT,Stevens Group,bank_transfer,travel,HR_Manager,False,PRJ_001,-1973.33,False
0c421a65-08fe-4aaf-9368-a9646cc259d8,2021-08-14,expense,Marketing,"Bean, Gonzales and Martin",bank_transfer,training,CFO,True,PRJ_007,-3134.51,False
8d54de9b-7c2f-4738-8839-4522a18d87bf,2021-06-19,expense,IT,"Russo, Johnson and Torres",card,travel,HR_Manager,False,PRJ_013,-7020.44,False
a57f954c-1e50-4c63-a932-7037b7956992,2021-05-08,expense,Sales,"Dixon, Sims and Garcia",bank_transfer,training,COO,False,PRJ_014,-7168.74,False
